Terms Appearing within 50 Words of “[Nn][aä]cht”,,
Portion of All Occurrences,Occurrences,Term
20.00%,2,sekunde
20.00%,2,singen
20.00%,2,sterblichen
20.00%,2,unmittelbarkeit
20.00%,2,unserem
20.00%,2,vordem
20.00%,2,wartend
20.00%,2,wild
20.00%,2,wundersam
20.00%,1,abhalten
20.00%,1,abweisend
20.00%,1,alldem
20.00%,1,alsbald
20.00%,1,ärger
20.00%,1,aufhebend
20.00%,1,auflehnung
20.00%,1,auflöste
20.00%,1,aufzuhalten
20.00%,1,ausgestoßen
20.00%,1,äußerster
20.00%,1,befreiung
20.00%,1,begannen
20.00%,1,begleitung
20.00%,1,bescheiden
20.00%,1,beschlossen
20.00%,1,besitz
20.00%,1,besseres
20.00%,1,beunruhigend
20.00%,1,breite
20.00%,1,chaos
20.00%,1,dämonische
20.00%,1,daumen
20.00%,1,dorther
20.00%,1,durften
20.00%,1,ehrlich
20.00%,1,eindringlicher
20.00%,1,entfaltend
20.00%,1,erhabenen
20.00%,1,erker
20.00%,1,erlebt
20.00%,1,ersehnten
20.00%,1,euander
20.00%,1,fahllicht
20.00%,1,farbe
20.00%,1,fehlte
20.00%,1,festgebannt
20.00%,1,fließenden
20.00%,1,fügen
20.00%,1,fuß
20.00%,1,gedichte
20.00%,1,gefäß
20.00%,1,gefragt
20.00%,1,gefügt
20.00%,1,gelegenheit
20.00%,1,genügend
20.00%,1,geschickt
20.00%,1,gesichtern
20.00%,1,getrennt
20.00%,1,getreten
20.00%,1,gewichen
20.00%,1,glatten
20.00%,1,glitten
20.00%,1,gras
20.00%,1,grausam
20.00%,1,griff
20.00%,1,hauche
20.00%,1,hausrat
20.00%,1,heller
20.00%,1,hinerstreckt
20.00%,1,hinüber
20.00%,1,höhe
20.00%,1,jenseitigen
20.00%,1,junge
20.00%,1,kandelabers
20.00%,1,kehrte
20.00%,1,keim
20.00%,1,ketten
20.00%,1,kindlich
20.00%,1,kommenden
20.00%,1,konnten
20.00%,1,köpfen
20.00%,1,körpers
20.00%,1,krähte
20.00%,1,kühlen
20.00%,1,landes
20.00%,1,last
20.00%,1,lehm
20.00%,1,lider
20.00%,1,linien
20.00%,1,merklich
20.00%,1,möglicherweise
20.00%,1,murmeln
20.00%,1,ohr
20.00%,1,pause
20.00%,1,plötzlichen
20.00%,1,pollio
20.00%,1,rührend
20.00%,1,sanfter
20.00%,1,schieren
20.00%,1,siegelring
20.00%,1,sonderbare
20.00%,1,sprachen
20.00%,1,sterbenden
20.00%,1,strengen
20.00%,1,tritt
20.00%,1,tue
20.00%,1,tuns
20.00%,1,turm
20.00%,1,überdies
20.00%,1,überflüssig
20.00%,1,überschreiten
20.00%,1,umfassen
20.00%,1,umschloß
20.00%,1,unabhängig
20.00%,1,unbekanntheit
20.00%,1,unbeschadet
20.00%,1,unerfaßliche
20.00%,1,unerlauschbaren
20.00%,1,unterweltlich
20.00%,1,ununterscheidbare
20.00%,1,verändern
20.00%,1,verdoppelten
20.00%,1,vereinigen
20.00%,1,vergehen
20.00%,1,verhielt
20.00%,1,verkörpert
20.00%,1,verlassenheit
20.00%,1,vertrauter
20.00%,1,verweilen
20.00%,1,vögel
20.00%,1,vorwärtsgetragen
20.00%,1,wache
20.00%,1,wände
20.00%,1,wandeln
20.00%,1,wandelte
20.00%,1,wanderung
20.00%,1,wassern
20.00%,1,weib
20.00%,1,weichheit
20.00%,1,wesenheiten
20.00%,1,wiederpreisgegeben
20.00%,1,wirklichkeitswahrheit
20.00%,1,wohnstatt
20.00%,1,wünsche
20.00%,1,wünschest
20.00%,1,zeitenablauf
20.00%,1,zerteilt
20.00%,1,zugehörig
20.00%,1,zunehmend
20.00%,1,zurückgekehrt
19.83%,48,ihrer
19.64%,11,gleichsam
19.51%,8,mutter
19.47%,22,kaum
19.35%,6,lauschen
19.35%,6,wirst
19.23%,5,geradezu
19.23%,5,letzter
19.23%,5,unbewegt
19.18%,28,hätte
19.05%,4,bald
19.05%,4,stumm
18.87%,10,angst
18.75%,6,desto
18.75%,6,verwandelt
18.75%,3,gemeinsam
18.75%,3,laß
18.75%,3,möge
18.75%,3,stück
18.75%,3,vieles
18.75%,3,wiederkehr
18.75%,3,zweiten
18.52%,5,sphären
18.18%,2,abglanz
18.18%,2,blind
18.18%,2,blumen
18.18%,2,drüben
18.18%,2,dunkle
18.18%,2,erheben
18.18%,2,pflanzliche
18.18%,2,schließen
18.18%,2,ton
18.18%,2,ungeduldig
18.18%,2,verlangen
18.18%,2,vernehmbar
18.18%,2,vernichtung
18.18%,2,wies
18.18%,2,zwiefach
18.12%,102,an
18.10%,19,mußte
18.00%,9,ihres
17.91%,12,stets
17.89%,17,deren
17.86%,5,ruhend
17.86%,5,spürte
17.78%,8,himmel
17.72%,14,je
17.65%,9,beinahe
17.65%,9,ende
17.65%,3,allzu
17.65%,3,aufgenommen
17.65%,3,empfangen
17.65%,3,keinem
17.65%,3,male
17.65%,3,richtiger
17.65%,3,solcherart
17.54%,10,schatten
17.48%,25,stimme
17.47%,58,selber
17.42%,23,geworden
17.41%,55,über
17.39%,16,seines
17.39%,4,bestand
17.39%,4,gesehen
17.37%,396,in
17.37%,29,hier
17.33%,13,wollte
17.31%,9,tiefe
17.28%,14,licht
17.24%,10,irdische
17.24%,5,gedächtnis
17.24%,5,milde
17.19%,33,schon
17.19%,22,zwischen
17.19%,11,freilich
17.14%,6,ehe
16.98%,9,blieb
16.95%,10,hoffnung
16.94%,135,im
16.92%,22,eines
16.88%,13,ging
16.85%,15,schöpfung
16.67%,18,liebe
16.67%,16,seele
16.67%,11,gab
16.67%,9,allen
16.67%,6,ringsum
16.67%,5,finger
16.67%,5,zeiten
16.67%,4,hineingehalten
16.67%,4,hoch
16.67%,4,jeden
16.67%,4,suchen
16.67%,3,dauer
16.67%,3,feuer
16.67%,3,fluten
16.67%,3,geburt
16.67%,3,innerste
16.67%,3,sollen
16.67%,3,tragen
16.67%,3,vorher
16.67%,2,bemühen
16.67%,2,bewegte
16.67%,2,endes
16.67%,2,erfüllen
16.67%,2,gestrüpp
16.67%,2,menschenseele
16.67%,2,munde
16.67%,2,paar
16.67%,2,schwarzen
16.67%,2,sinnbildes
16.67%,2,verging
16.67%,2,zumindest
16.67%,1,alsogleich
16.67%,1,ampel
16.67%,1,aneis
16.67%,1,ans
16.67%,1,asinius
16.67%,1,auferlegt
16.67%,1,bedingt
16.67%,1,belassen
16.67%,1,bewirkt
16.67%,1,bieten
16.67%,1,bilde
16.67%,1,blicken
16.67%,1,blinkte
16.67%,1,brauchen
16.67%,1,dagegen
16.67%,1,dankbar
16.67%,1,desjenigen
16.67%,1,diesseitigen
16.67%,1,dreck
16.67%,1,durchdrungen
16.67%,1,ebensosehr
16.67%,1,eh
16.67%,1,eigentliche
16.67%,1,eilig
16.67%,1,entrinnen
16.67%,1,entrückt
16.67%,1,entschwunden
16.67%,1,erschienen
16.67%,1,erschrecken
16.67%,1,erweckt
16.67%,1,feder
16.67%,1,flamme
16.67%,1,flüsse
16.67%,1,flüssige
16.67%,1,gehorsam
16.67%,1,genesung
16.67%,1,geschöpflichkeit
16.67%,1,gesenkt
16.67%,1,gesprengt
16.67%,1,gestein
16.67%,1,gestützt
16.67%,1,gewagt
16.67%,1,gewärtig
16.67%,1,gewillt
16.67%,1,gotte
16.67%,1,göttlicher
16.67%,1,graue
16.67%,1,härte
16.67%,1,helligkeit
16.67%,1,hernach
16.67%,1,hinkende
16.67%,1,hinten
16.67%,1,hohen
16.67%,1,hört
16.67%,1,innensicht
16.67%,1,jedweden
16.67%,1,jupiter
16.67%,1,krieg
16.67%,1,leuchtenden
16.67%,1,nackte
16.67%,1,rascher
16.67%,1,reinheit
16.67%,1,riesen
16.67%,1,rückwärts
16.67%,1,schmerzen
16.67%,1,seelen
16.67%,1,seien
16.67%,1,sessel
16.67%,1,spielen
16.67%,1,spieles
16.67%,1,sprich
16.67%,1,starke
16.67%,1,stimmt
16.67%,1,stummer
16.67%,1,stunden
16.67%,1,tiefste
16.67%,1,togafalten
16.67%,1,überheblichkeit
16.67%,1,überschritten
16.67%,1,unerfaßlich
16.67%,1,unerinnerung
16.67%,1,unheimlich
16.67%,1,unmittelbarer
16.67%,1,unverzüglich
16.67%,1,unzulänglichkeit
16.67%,1,väter
16.67%,1,verdeckt
16.67%,1,vereinigung
16.67%,1,vernehmen
16.67%,1,vernehmlich
16.67%,1,voraus
16.67%,1,wartenden
16.67%,1,widerspruch
16.67%,1,wilden
16.67%,1,willig
16.67%,1,wölbte
16.67%,1,zitternden
16.67%,1,zurückgelassen
16.67%,1,zuspruch
16.57%,56,vor
16.44%,12,eigenen
16.36%,18,aller
16.36%,9,weit
16.22%,12,grenze
16.13%,15,hin
16.13%,10,erst
16.13%,5,außerhalb
16.12%,183,von
16.00%,4,manchmal
16.00%,4,unser
15.98%,70,oh
15.91%,7,erkennen
15.79%,9,mag
15.79%,3,bewegung
15.79%,3,einzige
15.79%,3,erfüllung
15.79%,3,gewalt
15.79%,3,gleichfalls
15.79%,3,umfangen
15.79%,3,vertraut
15.79%,3,vielen
15.73%,14,sollte
15.69%,16,schicksal
15.65%,18,dessen
15.65%,23,dort
15.63%,85,aus
15.56%,21,bis
15.56%,7,hielt
15.52%,81,zur
15.50%,813,und
15.40%,71,sein
15.38%,20,trotzdem
15.38%,12,würde
15.38%,10,zurück
15.38%,8,ward
15.38%,6,frage
15.38%,6,jede
15.38%,6,vater
15.38%,4,ganze
15.38%,4,unendlichen
15.38%,2,bleibe
15.38%,2,entfaltet
15.38%,2,erwartete
15.38%,2,folgen
15.38%,2,gegenwart
15.38%,2,großer
15.38%,2,innern
15.38%,2,jeglichen
15.38%,2,jegliches
15.38%,2,morgen
15.38%,2,müdigkeit
15.38%,2,namens
15.38%,2,neu
15.38%,2,spiegelnd
15.38%,2,unermeßlichen
15.38%,2,unseres
15.38%,2,verändert
15.38%,2,zart
15.38%,2,zuletzt
15.32%,36,alles
15.25%,9,aufs
15.25%,43,wieder
15.22%,7,jedoch
15.15%,15,bei
15.15%,5,eher
15.12%,13,hand
15.04%,20,dieser
15.03%,238,sich
15.00%,18,irdischen
15.00%,6,lange
15.00%,3,fort
15.00%,3,musik
15.00%,3,sänfte
15.00%,3,überall
15.00%,3,unserer
15.00%,3,wunder
14.91%,24,alle
14.89%,7,traum
14.81%,12,erinnerung
14.81%,8,gestalt
14.81%,8,lebens
14.81%,4,deines
14.77%,87,hatte
14.75%,9,gesicht
14.72%,628,die
14.71%,10,andere
14.68%,259,er
14.64%,702,der
14.63%,6,sterben
14.63%,6,zwar
14.61%,209,dem
14.60%,20,am
14.59%,104,wie
14.55%,8,bild
14.52%,9,bleibt
14.45%,37,einem
14.35%,33,ins
14.35%,34,waren
14.29%,16,schönheit
14.29%,9,außen
14.29%,8,bleiben
14.29%,8,ruhe
14.29%,6,jedes
14.29%,5,ganzen
14.29%,5,herz
14.29%,5,jene
14.29%,4,gekommen
14.29%,4,hände
14.29%,4,strom
14.29%,3,fragte
14.29%,3,jahren
14.29%,3,leeren
14.29%,3,nahe
14.29%,3,sanft
14.29%,3,sofort
14.29%,3,teil
14.29%,3,vorwärts
14.29%,3,wege
14.29%,2,ausgang
14.29%,2,blieben
14.29%,2,dickicht
14.29%,2,gefahr
14.29%,2,gesprochen
14.29%,2,gewußt
14.29%,2,kleine
14.29%,2,meinst
14.29%,2,neuerlich
14.29%,2,weiber
14.29%,2,zog
14.29%,1,anfanges
14.29%,1,anspruch
14.29%,1,ärzte
14.29%,1,atmend
14.29%,1,aufgetaucht
14.29%,1,ausgeliefert
14.29%,1,baum
14.29%,1,befreit
14.29%,1,bekannt
14.29%,1,berührung
14.29%,1,davor
14.29%,1,dicke
14.29%,1,drängt
14.29%,1,dunkler
14.29%,1,enden
14.29%,1,erfaßt
14.29%,1,erfüllend
14.29%,1,erhob
14.29%,1,fiebers
14.29%,1,flüstern
14.29%,1,folgten
14.29%,1,gefährlich
14.29%,1,gefallen
14.29%,1,gefällt
14.29%,1,gegenüber
14.29%,1,geglückt
14.29%,1,gehabt
14.29%,1,gelegt
14.29%,1,geruch
14.29%,1,geschlossenen
14.29%,1,geschrieben
14.29%,1,glänzte
14.29%,1,glieder
14.29%,1,größeren
14.29%,1,haltung
14.29%,1,herrlichkeit
14.29%,1,hielten
14.29%,1,kranker
14.29%,1,lächelnd
14.29%,1,morgens
14.29%,1,nachdem
14.29%,1,neuem
14.29%,1,neues
14.29%,1,ostens
14.29%,1,pflanzen
14.29%,1,preisgegeben
14.29%,1,qual
14.29%,1,richtete
14.29%,1,schicke
14.29%,1,schrei
14.29%,1,seitdem
14.29%,1,seite
14.29%,1,sorge
14.29%,1,sterbens
14.29%,1,steten
14.29%,1,tauchte
14.29%,1,tierhaften
14.29%,1,tröstlich
14.29%,1,übernommen
14.29%,1,übrig
14.29%,1,unkeuschheit
14.29%,1,unmittelbaren
14.29%,1,verborgene
14.29%,1,vergessens
14.29%,1,verkerkerung
14.29%,1,verlockend
14.29%,1,wachen
14.29%,1,wärme
14.29%,1,weichen
14.29%,1,weiteres
14.29%,1,werdenden
14.29%,1,wiederholt
14.29%,1,wünschen
14.29%,1,zeigt
14.22%,262,des
14.16%,33,ohne
14.12%,272,war
14.04%,8,während
13.97%,32,durch
13.97%,32,nach
13.95%,6,dabei
13.93%,364,das
13.91%,37,nun
13.89%,5,saß
13.87%,19,leben
13.83%,13,nein
13.83%,13,vielleicht
13.81%,71,ihm
13.79%,8,jeder
13.79%,8,ließ
13.79%,4,anderes
13.79%,4,stadt
13.76%,41,ihr
13.64%,27,zeit
13.64%,12,fast
13.64%,12,neue
13.64%,6,her
13.64%,6,jedem
13.64%,3,gemeinschaft
13.64%,3,heimat
13.64%,3,völlig
13.57%,49,ihn
13.56%,8,antwort
13.51%,5,große
13.51%,5,zeigte
13.49%,107,so
13.48%,12,können
13.44%,75,um
13.41%,11,letzten
13.36%,31,seiner
13.35%,90,auch
13.33%,10,dichtung
13.33%,4,wunsch
13.33%,2,anbeginn
13.33%,2,auftrag
13.33%,2,emporgehoben
13.33%,2,endgültig
13.33%,2,gestalten
13.33%,2,ineinander
13.33%,2,nirgendwo
13.33%,2,verlustig
13.33%,2,zerknirschung
13.25%,20,kein
13.24%,18,dieses
13.24%,9,hatten
13.16%,10,konnte
13.13%,102,noch
13.04%,18,all
13.04%,18,uns
13.04%,3,kette
13.04%,3,mann
13.04%,3,näher
13.04%,3,schwebend
12.99%,30,dich
12.95%,72,mehr
12.90%,4,viele
12.90%,4,wein
12.82%,15,sogar
12.82%,5,einzigen
12.82%,5,notwendigkeit
12.80%,58,nur
12.79%,11,worden
12.73%,7,dürfen
12.71%,60,zum
12.69%,119,ein
12.69%,17,dennoch
12.59%,290,es
12.52%,192,den
12.50%,17,diese
12.50%,12,sondern
12.50%,7,indes
12.50%,6,menschliche
12.50%,5,hören
12.50%,5,meinen
12.50%,3,geben
12.50%,3,geht
12.50%,3,getan
12.50%,3,gleichzeitigkeit
12.50%,3,schließlich
12.50%,2,bette
12.50%,2,enthoben
12.50%,2,scharf
12.50%,2,vollkommen
12.50%,1,ahnt
12.50%,1,aufgerufen
12.50%,1,äußerst
12.50%,1,äußerste
12.50%,1,bedeutung
12.50%,1,behalten
12.50%,1,beruhigung
12.50%,1,bestellt
12.50%,1,dauerte
12.50%,1,dazwischen
12.50%,1,durchsichtigen
12.50%,1,einzelne
12.50%,1,entziehen
12.50%,1,erwachen
12.50%,1,frei
12.50%,1,fromm
12.50%,1,gespiegelt
12.50%,1,gleichzeitig
12.50%,1,goldene
12.50%,1,hell
12.50%,1,irgendeiner
12.50%,1,jugend
12.50%,1,kamst
12.50%,1,keuschheit
12.50%,1,kinde
12.50%,1,klein
12.50%,1,künftigen
12.50%,1,legte
12.50%,1,menschenantlitz
12.50%,1,menschentums
12.50%,1,mund
12.50%,1,namenlosen
12.50%,1,neige
12.50%,1,rettung
12.50%,1,rührte
12.50%,1,scheintodes
12.50%,1,schlecht
12.50%,1,schön
12.50%,1,schwieg
12.50%,1,sinnlos
12.50%,1,spiegelung
12.50%,1,starr
12.50%,1,stehend
12.50%,1,strahlen
12.50%,1,straßen
12.50%,1,streng
12.50%,1,tiefster
12.50%,1,unteren
12.50%,1,verbunden
12.50%,1,verdoppelt
12.50%,1,verliehen
12.50%,1,weite
12.50%,1,wiederholung
12.50%,1,womöglich
12.34%,49,nichts
12.24%,18,wissen
12.21%,16,seinem
12.15%,22,wirklichkeit
12.12%,16,bloß
12.12%,4,getragen
12.05%,10,bereits
12.04%,26,gewesen
12.00%,3,ahnung
12.00%,3,bett
12.00%,3,einsamkeit
12.00%,3,stehen
12.00%,3,stummheit
12.00%,3,vorhanden
12.00%,3,zweite
11.96%,11,namen
11.94%,8,ihren
11.90%,5,sehen
11.81%,34,denn
11.78%,45,eine
11.76%,8,weg
11.76%,2,böse
11.76%,2,daneben
11.76%,2,erkannte
11.76%,2,erwarten
11.76%,2,leib
11.76%,2,stummen
11.76%,2,weniger
11.76%,109,als
11.72%,17,keine
11.69%,9,diesem
11.63%,5,ebenso
11.59%,54,für
11.58%,30,wir
11.54%,15,ob
11.54%,3,frieden
11.54%,3,kind
11.51%,89,daß
11.50%,98,mit
11.49%,27,sehr
11.48%,7,ewig
11.47%,43,doch
11.43%,4,unendlichkeit
11.36%,15,jetzt
11.36%,5,heute
11.34%,38,aber
11.32%,149,sie
11.32%,6,leere
11.32%,6,lysanias
11.11%,9,obwohl
11.11%,7,kam
11.11%,7,menschlichen
11.11%,6,gibt
11.11%,5,form
11.11%,5,stern
11.11%,4,anfang
11.11%,4,wiederum
11.11%,3,allerdings
11.11%,3,boden
11.11%,3,kopf
11.11%,3,schier
11.11%,2,dinge
11.11%,2,euch
11.11%,2,liegt
11.11%,2,solchem
11.11%,2,tiefen
11.11%,1,atems
11.11%,1,außer
11.11%,1,befahl
11.11%,1,beladen
11.11%,1,braucht
11.11%,1,dumpf
11.11%,1,ebensowohl
11.11%,1,endgültigkeit
11.11%,1,engel
11.11%,1,ergriffen
11.11%,1,erkenntnisaufgabe
11.11%,1,errichtet
11.11%,1,gefeit
11.11%,1,gefühl
11.11%,1,geschaffenen
11.11%,1,gewordene
11.11%,1,gutes
11.11%,1,haupt
11.11%,1,höherer
11.11%,1,hold
11.11%,1,inne
11.11%,1,innewohnt
11.11%,1,irdisches
11.11%,1,irdischkeit
11.11%,1,knapp
11.11%,1,landschaften
11.11%,1,lautlos
11.11%,1,menschlicher
11.11%,1,nächsten
11.11%,1,rand
11.11%,1,reichen
11.11%,1,ringes
11.11%,1,rufen
11.11%,1,sanfte
11.11%,1,schauen
11.11%,1,schaute
11.11%,1,schweigend
11.11%,1,spannte
11.11%,1,spürbar
11.11%,1,starrheit
11.11%,1,stellen
11.11%,1,sucht
11.11%,1,toten
11.11%,1,übermächtig
11.11%,1,unablässig
11.11%,1,widerschein
11.11%,1,wußten
11.11%,1,zurückkehren
11.02%,14,etwas
11.02%,13,dann
10.96%,24,selbst
10.94%,7,vermag
10.88%,32,immer
10.87%,5,augenblick
10.87%,5,geblieben
10.87%,5,wirklich
10.86%,29,ja
10.79%,64,auf
10.78%,11,seinen
10.77%,192,zu
10.71%,6,ganz
10.71%,6,landschaft
10.71%,3,bestimmt
10.71%,3,ganzheit
10.71%,3,nackt
10.71%,3,neuen
10.64%,25,einer
10.61%,19,sind
10.53%,4,echo
10.53%,4,niemand
10.53%,2,name
10.53%,2,spiegelbild
10.53%,2,verlockung
10.46%,160,nicht
10.42%,5,wort
10.37%,17,man
10.34%,6,kraft
10.34%,3,geöffnet
10.34%,3,leicht
10.34%,3,minder
10.34%,3,unsere
10.34%,3,verloren
10.26%,16,wäre
10.26%,4,todes
10.19%,11,weiter
10.17%,6,eigene
10.17%,6,ziel
10.17%,49,da
10.11%,9,welche
10.00%,8,sei
10.00%,4,durfte
10.00%,4,gleich
10.00%,4,keinen
10.00%,4,welcher
10.00%,2,antlitz
10.00%,2,geboren
10.00%,2,heil
10.00%,2,namenlos
10.00%,2,ring
10.00%,1,abend
10.00%,1,aufgehoben
10.00%,1,augenblicke
10.00%,1,auges
10.00%,1,außerdem
10.00%,1,beispiel
10.00%,1,berührt
10.00%,1,beschieden
10.00%,1,bewegt
10.00%,1,brausen
10.00%,1,dank
10.00%,1,derjenige
10.00%,1,diesmal
10.00%,1,eides
10.00%,1,fallen
10.00%,1,fern
10.00%,1,fragen
10.00%,1,fügte
10.00%,1,füßen
10.00%,1,ganzes
10.00%,1,geborgenheit
10.00%,1,gemeint
10.00%,1,gewissermaßen
10.00%,1,leier
10.00%,1,machst
10.00%,1,mittelpunkt
10.00%,1,mitten
10.00%,1,möglich
10.00%,1,räume
10.00%,1,reichte
10.00%,1,roch
10.00%,1,schuld
10.00%,1,see
10.00%,1,sehe
10.00%,1,setzen
10.00%,1,sowie
10.00%,1,stumme
10.00%,1,überraschend
10.00%,1,unbekannt
10.00%,1,unerreichbaren
10.00%,1,unsäglich
10.00%,1,unstimmigkeit
10.00%,1,vaters
10.00%,1,verboten
10.00%,1,verschwindend
10.00%,1,verwunderlich
10.00%,1,wahrhaftig
10.00%,1,wuchs
10.00%,1,zug
9.93%,14,mein
9.91%,23,wenn
9.83%,17,ihre
9.80%,5,deiner
9.77%,21,seine
9.76%,4,zufall
9.68%,3,eigentlich
9.68%,3,kleinen
9.68%,3,trotz
9.63%,13,damit
9.62%,5,gut
9.54%,25,oder
9.52%,20,mir
9.52%,2,alls
9.52%,2,blickte
9.52%,2,einstens
9.52%,2,koffer
9.52%,2,kommen
9.52%,2,nacktheit
9.52%,2,traume
9.47%,16,weil
9.38%,6,innen
9.24%,11,bist
9.20%,8,wußte
9.17%,10,einmal
9.17%,10,niemals
9.14%,16,mich
9.09%,4,irdisch
9.09%,4,letzte
9.09%,4,tode
9.09%,3,schien
9.09%,2,allesamt
9.09%,2,arbeit
9.09%,2,solchen
9.09%,1,beginnen
9.09%,1,begreifen
9.09%,1,bleibend
9.09%,1,dichten
9.09%,1,endgültige
9.09%,1,ewiglich
9.09%,1,felder
9.09%,1,folgte
9.09%,1,formen
9.09%,1,gedichtes
9.09%,1,gelächter
9.09%,1,gemacht
9.09%,1,gesetzt
9.09%,1,glück
9.09%,1,hinein
9.09%,1,jenes
9.09%,1,kreis
9.09%,1,mühelos
9.09%,1,nämlichen
9.09%,1,notwendige
9.09%,1,schimmerte
9.09%,1,sehend
9.09%,1,stark
9.09%,1,tucca
9.09%,1,übrigen
9.09%,1,unentrinnbar
9.09%,1,unheils
9.09%,1,unweigerlich
9.09%,1,urbild
9.09%,1,vergilius
9.09%,1,verständigung
9.09%,1,vorschöpfung
9.09%,1,weich
8.99%,24,dir
8.82%,3,gehört
8.80%,11,einen
8.77%,5,wahrlich
8.73%,20,was
8.60%,8,wer
8.57%,9,allein
8.57%,3,diesen
8.54%,7,müssen
8.33%,4,arzt
8.33%,3,keinerlei
8.33%,2,gewiß
8.33%,2,jungen
8.33%,2,läßt
8.33%,2,meiner
8.33%,2,städte
8.33%,1,anfangs
8.33%,1,dürfte
8.33%,1,einschließend
8.33%,1,gelassen
8.33%,1,herüber
8.33%,1,jemals
8.33%,1,kranken
8.33%,1,kristall
8.33%,1,lieber
8.33%,1,mauer
8.33%,1,meldete
8.33%,1,mußt
8.33%,1,nämlich
8.33%,1,nimmt
8.33%,1,oftmals
8.33%,1,schließt
8.33%,1,sprichst
8.33%,1,suchend
8.33%,1,tränen
8.33%,1,undurchdringlich
8.33%,1,unverlierbar
8.33%,1,varius
8.33%,1,verbrennen
8.33%,1,verflüchtigt
8.33%,1,vergönnt
8.33%,1,verstand
8.33%,1,verwandlung
8.33%,1,wahrscheinlich
8.33%,1,worten
8.33%,1,zugeben
8.18%,9,wohl
8.11%,12,plotius
8.11%,6,ach
8.11%,3,gesetz
8.11%,3,oberfläche
8.10%,89,ist
8.05%,28,wird
8.00%,14,menschen
8.00%,4,jenseits
8.00%,2,beides
8.00%,2,bringen
8.00%,2,inmitten
8.00%,2,längst
8.00%,2,unfähig
7.94%,5,blick
7.89%,3,schritt
7.87%,7,wo
7.84%,8,sagte
7.69%,5,darum
7.69%,4,beide
7.69%,4,beiden
7.69%,4,keiner
7.69%,3,deinen
7.69%,2,gesagt
7.69%,2,nämliche
7.69%,1,anstrengung
7.69%,1,bedarf
7.69%,1,durchaus
7.69%,1,echten
7.69%,1,erstarrung
7.69%,1,gehoben
7.69%,1,getroffen
7.69%,1,gruft
7.69%,1,hätten
7.69%,1,höchst
7.69%,1,kreise
7.69%,1,möchte
7.69%,1,rausch
7.69%,1,schlug
7.69%,1,sollten
7.69%,1,stellte
7.69%,1,wachsen
7.69%,1,zuerst
7.63%,70,du
7.55%,4,denen
7.52%,23,dies
7.50%,3,sprach
7.41%,6,sklave
7.41%,4,darüber
7.41%,4,viel
7.41%,2,durchsichtigkeit
7.41%,2,keines
7.41%,2,plotias
7.41%,2,vergangenheit
7.34%,8,will
7.33%,57,ich
7.32%,3,deinem
7.30%,10,ihnen
7.25%,5,wollen
7.14%,7,sprache
7.14%,3,andern
7.14%,3,hinaus
7.14%,2,finden
7.14%,2,wahrhaft
7.14%,1,aufbewahrt
7.14%,1,bauer
7.14%,1,bloße
7.14%,1,charondas
7.14%,1,eigen
7.14%,1,gefilde
7.14%,1,geführt
7.14%,1,nahm
7.14%,1,nichtsdestoweniger
7.14%,1,nimm
7.14%,1,notwendig
7.14%,1,raume
7.14%,1,strahlung
7.14%,1,tatsächlich
7.14%,1,weile
6.98%,6,eben
6.90%,2,besser
6.90%,2,jeglicher
6.85%,5,hinter
6.83%,11,erkenntnis
6.82%,3,gott
6.77%,9,habe
6.67%,4,wenig
6.67%,3,vergessen
6.67%,2,gebracht
6.67%,1,absturz
6.67%,1,alten
6.67%,1,bloßen
6.67%,1,enttäuschung
6.67%,1,erkannt
6.67%,1,fieber
6.67%,1,gilt
6.67%,1,kamen
6.67%,1,klarheit
6.67%,1,lagen
6.67%,1,los
6.67%,1,mögen
6.67%,1,schiffe
6.67%,1,seiende
6.67%,1,setzte
6.67%,1,soweit
6.67%,1,standen
6.67%,1,vereint
6.67%,1,verwehrt
6.67%,1,wirkliche
6.62%,9,haben
6.58%,5,werde
6.56%,4,sklaven
6.56%,4,willst
6.52%,21,werden
6.48%,7,tod
6.45%,2,blindheit
6.45%,2,frömmigkeit
6.45%,2,stelle
6.25%,2,ab
6.25%,2,göttern
6.25%,2,zukunft
6.25%,1,alexis
6.25%,1,athen
6.25%,1,behaupten
6.25%,1,denken
6.25%,1,deshalb
6.25%,1,einziger
6.25%,1,erhalten
6.25%,1,gib
6.25%,1,heißt
6.25%,1,irgend
6.25%,1,lächelte
6.25%,1,wohin
6.25%,1,zwei
6.17%,5,gegen
6.12%,3,weder
5.88%,2,cäsars
5.88%,1,aufwärts
5.88%,1,beider
5.88%,1,erkennt
5.88%,1,ewige
5.88%,1,galt
5.88%,1,gebrochen
5.88%,1,geschaffen
5.88%,1,geschieht
5.88%,1,größe
5.88%,1,lediglich
5.88%,1,lippen
5.88%,1,neuer
5.88%,1,richtung
5.88%,1,trauer
5.88%,1,weißt
5.77%,6,deine
5.77%,3,lächeln
5.56%,3,worte
5.56%,2,anderen
5.56%,2,etwa
5.56%,2,solche
5.56%,1,dienen
5.56%,1,enthüllt
5.56%,1,gegeben
5.56%,1,genommen
5.56%,1,gesamtheit
5.56%,1,glauben
5.56%,1,gleichgültig
5.56%,1,goldenen
5.56%,1,göttliche
5.56%,1,lichtes
5.56%,1,nie
5.56%,1,welch
5.41%,8,dein
5.41%,4,wahrheit
5.41%,2,sicherlich
5.36%,3,lassen
5.36%,3,weiß
5.31%,6,muß
5.26%,2,macht
5.26%,1,befand
